,User_Name,Tags,URL,Location,Like_Count,Datetime,Location_URL
173,hgjm___,[],https://www.instagram.com/p/B6qQjnLhy96/,카페 포인트,49,2019년 12월 29일,https://www.instagram.com/explore/locations/1270938763056717/
174,so_sweet_daily,[],https://www.instagram.com/p/B6jrvbCgVcY/,티라미스유,20,2019년 12월 27일,https://www.instagram.com/explore/locations/1191126637662282/
175,butter.hill,"['#버터힐', '#빠다힐', '#Butterhill', '#버티힐', '#치즈케이크', '#초코렛케이크', '#버티고개', '#버티고개역', '#버티힐스', '#버티힐즈', '#버티고개힐즈', '#힙티고개', '#버티고개케이크', '#버티고개카페', '#버티고개커피', '#버티고개베이크샵', '#버티고개베이커리', '#남산성곽길', '#버티고개맛집', '#약수동맛집', '#신당동맛집', '#중구맛집', '#다산동맛집', '#우리동네맛집']",https://www.instagram.com/p/B6hCXHDp-9Y/,버터힐,37,2019년 12월 26일,https://www.instagram.com/explore/locations/102500584511200/
176,minzjee,"['#인생케이크', '#꾸덕꾸덕', '#쫀쫀', '#진한', '#구황작물', '#크림치즈', '#로투스', '#떡', '#치즈케이크', '#맛있다', '#민지스타일', '#빵순이', '#빵선물', '#12월30일', '#D2', '#출근길그램']",https://www.instagram.com/p/B6rKfzelK8q/,동명동,5,2019년 12월 30일,https://www.instagram.com/explore/locations/157506328179965/
177,may_j_cake,"['#광명케이크맛집', '#메이제이케이크', '#MAYJCAKE', '#수제케이크전문점', '#수제케이크', '#케이크스타그램', '#케이크맛집', '#케익스타그램', '#레터링케이크', '#치즈케이크', '#광명분위기좋은카페', '#광명역카페', '#광명역케이크', '#소하동케이크', '#소하동카페', '#일직동맛집', '#광명디저트', '#광명디저트카페', '#광명케이크맛집', '#광명수제케이크', '#광명이케아맛집', '#광명코스트코', '#딸기케이크', '#딸기생크림케이크', '#딸기케익']",https://www.instagram.com/p/B530dLJBDT3/,메이제이케이크,35,2019년 12월 10일,https://www.instagram.com/explore/locations/2742287109132788/
178,cafe_in_namoe,"['#카페인나뫼', '#크리스마스날에도', '#오픈했어요', '#카페인나뫼', '#카페나뫼', '#나뫼', '#남외동카페', '#울산카페', '#커피', '#병영카페', '#명촌카페', '#진장동카페', '#소프트아이스크림', '#시오코나스콘', '#치즈케이크', '#중구카페', '#바스크치즈케이크', '#남외초등학교', '#남외중학교', '#맘스병원', '#동천동강병원', '#동천체육관', '#정지말공원', '#비스코티', '#딸기시리즈']",https://www.instagram.com/p/B6esdUoFc8i/,남외동,20,2019년 12월 25일,https://www.instagram.com/explore/locations/697340844/
179,seolee.bb,"['#2019년안녕', '#디데이4일전']",https://www.instagram.com/p/B6kUD7mJw7G/,Daegu,47,2019년 12월 27일,https://www.instagram.com/explore/locations/6650643/daegu/
180,junhee.02,"['#soror', '#카페', '#카페스타그램', '#케이크', '#치즈케이크', '#치킨', '#02년생', '#일본', '#일본인', '#일본카페', '#좋아요', '#한국사람과친구가되고싶어', '#선물', '#맞팔', '#선팔맞팔', '#선팔하면맞팔']",https://www.instagram.com/p/B6hlQBQpqTY/,CAFE SOROR,12,2019년 12월 26일,https://www.instagram.com/explore/locations/1747424382196037/cafe-soror/
181,zieennii,"['#록시드갸토', '#치즈케이크', '#공업탑카페', '#울산대공원카페', '#울산카페']",https://www.instagram.com/p/B6FJDTkFPMK/,록시드갸토 울산점,66,2019년 12월 15일,https://www.instagram.com/explore/locations/104656944291538/
182,another_earth_dino,"['#달콤커피르네상스사거리점', '#달콤커피', '#달콤커피시그니처메뉴', '#자몽주스', '#치즈케이크', '#핫플카페', '#허니몽', '#싸패다', '#싸패다음료', '#흑임자라떼', '#공팔리터', '#08L']",https://www.instagram.com/p/B6PtvcpFNz6/,Yeoksam-dong,5,2019년 12월 19일,https://www.instagram.com/explore/locations/505620009/yeoksam-dong/
183,ogueeeeee,"['#카페', '#소통', '#일상', '#아이폰', '#감성', '#감성샷', '#선팔', '#맞팔', '#오오티디', '#꽃길다방', '#치즈케이크', '#분위기맛집', '#cafe', '#f4f', '#coffee', '#followforfollowback']",https://www.instagram.com/p/B6iRleClHad/,Cafe 꽃길다방,13,2019년 12월 26일,https://www.instagram.com/explore/locations/397169480868748/cafe/
184,y._____es,"['#치즈케이크', '#일상', '#데일리', '#daily', '#카페', '#커피', '#동영커피', '#전주', '#전주카페', '#기분전환', '#셀카', '#셀피', '#selca', '#selfie', '#소통', '#instadaily', '#follow', '#f4f']",https://www.instagram.com/p/B6mt6Rpl4Y8/,Jeonju,24,2019년 12월 28일,https://www.instagram.com/explore/locations/245713997/jeonju/
185,sangheee_choi,"['#22년지기', '#8살때부터친구', '#초중고친구', '#곧결혼이라니', '#13년지기도함께', '#집들이겸송년회', '#직접만든게아니라다행', '#연어롤', '#연어초밥', '#소고기', '#친구예랑이가', '#소고기굽굽장인', '#금들어간술', '#치즈케이크', '#코스트코상차림ㅋㅋ', '#세종댁', '#잘살아라친구야', '#세종당일치기', '#일상', '#데일리', '#우정스타그램', '#먹스타그램']",https://www.instagram.com/p/B6s-BmnHyo2/,Sejong,26,2019년 12월 31일,https://www.instagram.com/explore/locations/651520741/sejong/
186,the.order.kr,"['#디오더', '#구월동카페', '#구월동핫플', '#구월동맛집', '#인천맛집', '#부평카페', '#송도카페', '#커피', '#신상카페', '#디저트카페', '#케이크', '#치즈케이크', '#티라미수', '#너티차일드', '#밀크티', '#말차라떼', '#아인슈페너', '#아메리카노']",https://www.instagram.com/p/B6W55k_Jg6n/,The order,137,2019년 12월 22일,https://www.instagram.com/explore/locations/459275241296079/the-order/
187,yooar1006,"['#퍼스트크랙', '#광교데이트', '#광교카페', '#이의동카페', '#영통카페', '#카페스타그램', '#톰과제리', '#치즈케이크', '#쿠키', '#스콘', '#일상', '#일상소통', '#daily', '#dailyfood', '#dailypic', '#뱅쇼', '#커피', '#수원맛집', '#수원카페']",https://www.instagram.com/p/B6APixuFyQ7/,퍼스트크랙,29,2019년 12월 13일,https://www.instagram.com/explore/locations/355312661990933/
188,seol2_cafe,[],https://www.instagram.com/p/B6fME_bnoPu/,Jeonju,60,2019년 12월 25일,https://www.instagram.com/explore/locations/245713997/jeonju/
189,1127ea,"['#아일커피', '#루돌프치즈케이크', '#천안', '#천안카페', '#신부동카페', '#아일커피', '#아일카페', '#루돌프케이크', '#치즈케이크', '#졸귀', '#카페', '#크리스마스']",https://www.instagram.com/p/B6dBSKWBkdk/,"Cheonan, Korea",43,2019년 12월 24일,https://www.instagram.com/explore/locations/236722267/cheonan-korea/
190,pastry_millhappy,['#밀희'],https://www.instagram.com/p/B6SCzDVp4x_/,밀희,104,2019년 12월 20일,https://www.instagram.com/explore/locations/2159107870841509/
191,__hkyong,"['#오늘은', '#담양', '#담양카페', '#읍내커피', '#치즈케이크', '#딸기라떼', '#존귀']",https://www.instagram.com/p/B6lF9AdFATf/,Damyang,36,2019년 12월 27일,https://www.instagram.com/explore/locations/220914634592617/damyang/
192,na1771_,"['#하남카페', '#카페라포레', '#하남라포레', '#카페라떼', '#코코아', '#아메리카노', '#치즈케이크', '#화이트초코라즈베리치즈케이크', '#아이들놀기좋은카페', '#정원있는카페']",https://www.instagram.com/p/B6qRt_nBA1i/,카페 La Forêt,15,2019년 12월 30일,https://www.instagram.com/explore/locations/104777804247627/la-foret/
193,juhana1127,"['#최애카페', '#이곳입니다', '#신창동맛집', '#신창동카페', '#지조있는카페', '#좋아요', '#수플레케이크', '#맛집', '#치즈케이크', '#초코라떼', '#까망당신라떼', '#체리콕', '#냠냐미', '#너무좋아']",https://www.instagram.com/p/B6RvC5Zn2Sm/,지조있는 카페,33,2019년 12월 20일,https://www.instagram.com/explore/locations/256140978562718/
194,hrdcoffee,"['#향리단스콘', '#향남맛집', '#스콘', '#스콘맛집', '#화성카페', '#향남카페', '#수원카페', '#동탄카페', '#봉담카페', '#스콘카페', '#밀크티', '#레몬케이크', '#파운드케이크', '#온더테이블', '#카페투어', '#신상카페', '#휘낭시에', '#치즈케이크', '#브라우니', '#딸기', '#요거트', '#그릭요거트']",https://www.instagram.com/p/B6XfP5YgO2g/,향리단커피,48,2019년 12월 22일,https://www.instagram.com/explore/locations/644912432628431/
195,camille_dessert,"['#카미유과자점', '#camille', '#부천케이크', '#부천디저트', '#주문케이크', '#수제케이크', '#cake', '#dessert', '#크리스마스', '#크리스마스케이크', '#꾸덕치즈', '#치즈케이크', '#치케', '#딸기쇼트', '#딸기케이크']",https://www.instagram.com/p/B6A7oudJEho/,카미유과자점,237,2019년 12월 13일,https://www.instagram.com/explore/locations/101199297924650/
196,__mimi_____,"['#치즈케이크', '#치즈', '#치즈케익', '#케익', '#케이크', '#톰과제리치즈케이크', '#yellowcheesecake', '#톰과제리케이크', '#치즈맛', '#치즈디저트', '#일상', '#소통', '#먹방', '#먹스타그램', '#디저트', '#후식', '#음식', '#간식', '#간식스타그램', '#먹방', '#먹스타그램', '#편의점', '#편의점신상', '#노오란치즈케익', '#씨유', '#씨유신상', '#집사의일상', '#집사의하루', '#집사맞팔']",https://www.instagram.com/p/B6pOYquHj5w/,송파 헬리오시티,63,2019년 12월 29일,https://www.instagram.com/explore/locations/181990935710121/
197,floresta229,"['#치즈케이크', '#딸기치즈케이크', '#관악구', '#신림동', '#신림카페', '#신림역카페', '#신림디저트카페', '#신림주문케이크', '#신림케이크', '#12월', '#크리스마스이브']",https://www.instagram.com/p/B6cYjp1HmrU/,신림동,46,2019년 12월 24일,https://www.instagram.com/explore/locations/1034946786/
198,cafe_somethingaboutus,"['#somethingaboutus', '#cafe', '#coffee', '#cake', '#baking', '#대전', '#대흥동', '#대흥동카페', '#카페', '#썸띵어바웃어스', '#대전맛집', '#대전핫플', '#대전수제케이크', '#대전답례품', '#디저트', '#대전수제청', '#대전데이트', '#선화동카페', '#은행동카페', '#소제동카페', '#봉명동카페', '#도안동카페', '#갈마동카페', '#대전카페', '#감성카페', '#감성', '#치즈케이크', '#연말', '#크리스마스']",https://www.instagram.com/p/B6UwQ9YlvMU/,썸띵어바웃어스,11,2019년 12월 21일,https://www.instagram.com/explore/locations/1566484130325525/
199,thomas_of_numenor,"['#인스타일', '#치즈케이크', '#여행스타그램', '#먹스타그램', '#여행하는외국인', '#독일여행']",https://www.instagram.com/p/B6bgG0Uhfjs/,Princess Cheesecake,21,2019년 12월 24일,https://www.instagram.com/explore/locations/225051301708465/princess-cheesecake/
200,junghee0383,"['#요거트딸기마카롱', '#마카롱', '#세종시마카롱', '#새롬동카페', '#마카롱맛집', '#예쁜카페', '#두헤브마카롱', '#커피숍', '#새롬동카페', '#마카롱', '#예쁜카페', '#좌식테이블카페', '#세종시마카롱', '#커피맛좋은카페', '#치즈케이크', '#수제디저트', '#수제마카롱', '#머랭쿠키', '#세종시머랭쿠키', '#스콘', '#새롬동마카롱', '#슈', '#에끌레어', '#그래놀라', '#영양간식', '#마들렌', '#티라미수']",https://www.instagram.com/p/B6Qn8-GlaiV/,세종시 새롬동,20,2019년 12월 20일,https://www.instagram.com/explore/locations/1503173289705910/
201,kujimeya_official,"['#kujimeya', '#oita', '#nakatsu', '#cheese', '#cheesecake', '#치즈케이크', '#과자']",https://www.instagram.com/p/B6MiOl-pYOF/,くじめ屋,37,2019년 12월 18일,https://www.instagram.com/explore/locations/439232739834766/
202,olo_gi,"['#대전', '#중리동', '#조카스타그램', '#크리스마스케이크', '#크리스마스파티', '#가족과함께', '#대전리얼케이크', '#치즈케이크', '#티라미슈케이크', '#딸기케이크', '#초코케이크', '#무지개케이크', '#성장기록', '#4살딸', '#곧5살', '#얼집졸업', '#처음학교로']",https://www.instagram.com/p/B6dMjY9pMK6/,사랑시 고백구 행복동,24,2019년 12월 24일,https://www.instagram.com/explore/locations/789183791/
203,helo_melo_yelo,"['#헬로멜로옐로', '#작은케익카페', '#부산대', '#부산대카페', '#디저트카페', '#부산카페', '#부산디저트카페', '#부산대디저트', '#치즈케이크', '#초코쿠키', '#부산쿠키세트', '#부산수제쿠키', '#부산케이크맛집', '#카페투어', '#부산예쁜카페', '#hellomellowyellow', '#부산주문케이크', '#다쿠아즈', '#프레첼머랭', '#몽블랑', '#딸기생크림']",https://www.instagram.com/p/B6XAuEZn9Ke/,헬로멜로옐로,39,2019년 12월 22일,https://www.instagram.com/explore/locations/1014635982010742/
204,soojin.song.142,"['#베이크드', '#치즈케이크', '#두번째', '#홈베이킹', '#선물하기']",https://www.instagram.com/p/B6Ue5GSg9ch/,Seogwipo,5,2019년 12월 21일,https://www.instagram.com/explore/locations/254513355/seogwipo/
205,may____j,[],https://www.instagram.com/p/B6HhgvwHHjE/,오월생,174,2019년 12월 16일,https://www.instagram.com/explore/locations/140601799833554/
206,hey__steve,"['#헤이스티브', '#디저트', '#베이커리', '#카페투어', '#얼죽아', '#핸드드립맛집', '#울산카페', '#삼산', '#달동핫플', '#삼산카페', '#울산맛집', '#울산핫플', '#울산디저트', '#울산데이트', '#울산갈만한곳', '#울산가볼만한곳', '#빵먹', '#빵지순례', '#좋아요', '#선팔맞팔', '#좋아요반사', '#좋반', '#l4l', '#f4f', '#마늘빵', '#치즈케이크']",https://www.instagram.com/p/B6e2jLHlsKY/,헤이스티브,54,2019년 12월 25일,https://www.instagram.com/explore/locations/104455884266565/
207,rebeccainkorea,"['#cute', '#holiday', '#christmas', '#크리스마스', '#케이크', '#치즈케이크', '#cheesecake', '#크리스마스카페', '#sweet', '#카페', '#카페스타그램', '#카페투어', '#카페그램', '#디저트', '#디저트카페', '#디저트그램', '#merrychristmas', '#메리크리스마스']",https://www.instagram.com/p/B6jgcPoFN41/,쿠오레 에스프레소,25,2019년 12월 27일,https://www.instagram.com/explore/locations/211647745914497/
208,cafe.kona.okpo,"['#cafekona', '#카페코나', '#거제카페', '#옥포카페', '#geojecafe', '#okpocafe', '#옥포맛집', '#카페투어', '#옥포커피숍', '#거제맛집', '#옥포핫플', '#옥포타르트', '#거제케이크', '#옥포샌드위치', '#옥포카페라떼', '#거제디저트맛집', '#tart', '#타르트', '#믹스케이크', '#그린스무디', '#건강음료', '#초코케이크', '#과일타르트', '#티라미슈', '#치즈케이크', '#말차쇼콜라', '#당근케이크', '#거제컵케이크', '#딸기디저트']",https://www.instagram.com/p/B6Rsj56lSXm/,카페코나 Cafe KONA,32,2019년 12월 20일,https://www.instagram.com/explore/locations/796210170528186/cafe-kona/
209,sweet_0310,['#스윗레시피'],https://www.instagram.com/p/B6KGiOyJRN1/,스윗레시피 Sweet Recipe,426,2019년 12월 17일,https://www.instagram.com/explore/locations/393288434546171/sweet-recipe/
210,yeni_moon94,"['#태안', '#육아맘', '#육아스타그램', '#자유시간', '#네일', '#네일아트', '#카페', '#루프탑카페', '#핑크네일', '#겨울네일', '#마리스', '#커피', '#카페모카', '#유자차', '#치즈케이크', '#마카롱', '#태안네일엔', '#네일엔', '#태안네일샵', '#태안카페']",https://www.instagram.com/p/B6AeJgnj0W4/,Taean,18,2019년 12월 13일,https://www.instagram.com/explore/locations/376910883/taean/
211,kao_p_chu,"['#tt', '#치즈케이크', '#cafemiru', '#aumo', '#petrel', '#genic', '#genic', '#dokoiku', '#retrip', '#retrip']",https://www.instagram.com/p/B54Gjx-g1aw/,トドアリトルナレッジストア,423,2019년 12월 10일,https://www.instagram.com/explore/locations/285321508806324/
212,jeonju_steadyespresso,"['#스테디에스프레소', '#steadyespresso', '#치즈케이크', '#치케', '#전주디저트', '#전주카페']",https://www.instagram.com/p/B6MoteRFl6t/,스테디에스프레소,29,2019년 12월 18일,https://www.instagram.com/explore/locations/244958652768526/
213,atempause_8,"['#카페스타그램', '#카페', '#카페투어', '#예쁜카페', '#감성카페', '#분위기좋은카페', '#일상', '#데일리', '#카페추천', '#신상카페', '#좋아요', '#팔로우', '#팔로우', '#팔로미', '#사진', '#오오티디', '#전리단길', '#서면', '#온천천', '#굿굿웨더', '#치즈케이크', '#감성', '#분위기', '#서면카페', '#서울카페', '#부산카페', '#전포사잇길', '#전포카페', '#신상카페']",https://www.instagram.com/p/B6HsbYZpi77/,"Goodgoodweather,굿굿웨더",20,2019년 12월 16일,https://www.instagram.com/explore/locations/394013594463125/goodgoodweather/
214,karen.kwon.3,"['#고대', '#안암역', '#스타벅스', '#커피', '#케익', '#디저트', '#coffee', '#coffeegram', '#cake', '#dessert', '#블루베리쿠키치즈케이크', '#치즈케이크', '#맛스타그램', '#먹스타그램', '#생일']",https://www.instagram.com/p/B6sVuDRHGI9/,Starbucks,13,2019년 12월 30일,https://www.instagram.com/explore/locations/400404571/starbucks/
215,park_ki_ok,"['#치즈케이크', '#오설록', '#녹차와치즈조합이새롭', '#효']",https://www.instagram.com/p/B59JGhPhXxk/,"Seoul, South Korea",10,2019년 12월 12일,https://www.instagram.com/explore/locations/745256841/seoul-south-korea/
216,coe_cafe,[],https://www.instagram.com/p/B6mhejRlrHJ/,Coe,60,2019년 12월 28일,https://www.instagram.com/explore/locations/496580840845840/coe/
217,suzi.hw,"['#크리스마스리스만들기', '#성공적', '#치즈케이크', '#화이트와인', '#짐빔', '#짐빔하이볼', '#맛있다', '#메리크리스마스', '#5개월아기', '#귀여운아기', '#내년엔같이트리만들자', '#크리스마스이브', '#남편최고']",https://www.instagram.com/p/B6e7IeSnC5M/,"Seoul, Korea",54,2019년 12월 25일,https://www.instagram.com/explore/locations/213094191/seoul-korea/
218,sweet_0310,['#스윗레시피'],https://www.instagram.com/p/B6DnQkQp2f4/,스윗레시피 Sweet Recipe,605,2019년 12월 14일,https://www.instagram.com/explore/locations/393288434546171/sweet-recipe/
219,cafe_nut_,"['#누트', '#카페누트', '#울산카페', '#전하동카페', '#일산지카페', '#울산동구카페', '#울산커피맛집', '#울산커피', '#울산맛집', '#전하동맛집', '#울산동구맛집', '#일산지맛집', '#울산가볼만한곳', '#울산데이트', '#울산핫플', '#레어치즈케이크', '#자몽치즈케이크', '#치즈케이크', '#쇼콜라', '#기네스쇼콜라']",https://www.instagram.com/p/B6pAeXHla4S/,"Ulsan, South Korea",39,2019년 12월 29일,https://www.instagram.com/explore/locations/1017206871/ulsan-south-korea/
220,hans_oven,"['#한스오븐', '#마카롱', '#대전마카롱', '#신탄진마카롱', '#무색소마카롱', '#치즈케이크', '#대전맛집', '#한스오븐마카롱', '#macarons', '#디저트', '#dessert', '#케이크', '#커피', '#coffee', '#먹방', '#jmt', '#photography', '#일상', '#스타벅스리저브', '#에티오피아예가체프', '#starbucksreserve']",https://www.instagram.com/p/B6mNrvvFZqg/,한스오븐 HAN’s OVEN,27,2019년 12월 28일,https://www.instagram.com/explore/locations/1873605409359877/hans-oven/
221,cafe_emptyforest,"['#울산', '#울산카페', '#울산카페추천', '#옥동카페', '#공허의숲', '#디저트카페', '#디저트판매', '#원두판매', '#드립커피', '#필터커피', '#라떼맛집', '#커피맛집', '#케이크주문', '#딸기케이크', '#치즈케이크', '#당근케이크', '#초코케이크', '#디저트포장']",https://www.instagram.com/p/B6PqMa7FhaR/,공허의 숲,9,2019년 12월 19일,https://www.instagram.com/explore/locations/699150086918615/
222,sarahpaek.patissier,"['#pastry', '#patisserie', '#patissier', '#cake', '#cheesecake', '#glutenfree', '#hotel', '#work', '#m', '#파티쉐', '#호텔', '#제과', '#치즈케이크', '#글루텐프리']",https://www.instagram.com/p/B55i96Jqx1G/,Hotel Vier Jahreszeiten Kempinski München,17,2019년 12월 11일,https://www.instagram.com/explore/locations/3409962/hotel-vier-jahreszeiten-kempinski-munchen/
223,youngji_ni,"['#부산대', '#아를63', '#arles63', '#바스크치즈케이크', '#치즈케이크', '#부산대마카롱맛집', '#부산대디저트', '#디저트', '#동방미인', '#부산마카롱', '#장전동마카롱', '#크리스마스케이크']",https://www.instagram.com/p/B5-H5pCBfY6/,부산대학교 (Pusan National University),38,2019년 12월 12일,https://www.instagram.com/explore/locations/224630245/pusan-national-university/
224,alienor_kim,"['#c27', '#치즈케이크', '#서울맛집', '#와인', '#연말', '#모임', '#2019', '#2020']",https://www.instagram.com/p/B6XlIOVhSbV/,C27,64,2019년 12월 22일,https://www.instagram.com/explore/locations/1010807364/c27/
225,o.__ssum,"['#백두산', '#영화', '#지느러미바', '#모히또', '#치즈케이크', '#분위기', '#파스타']",https://www.instagram.com/p/B6TBnUkp_7b/,일산 어딘가,47,2019년 12월 20일,https://www.instagram.com/explore/locations/280304338/
226,cafe_dambake,"['#카페담백', '#dambake', '#담백', '#노버터디저트', '#디저트카페', '#노버터', '#스콘', '#노버터스콘', '#생크림스콘', '#식사대용', '#아차산역카페', '#아차산카페', '#중곡동맛집', '#동네카페', '#중곡동카페', '#광진구카페', '#군자카페', '#노버터케이크', '#쉬폰케이크', '#스콘맛집', '#당근케이크', '#치즈케이크', '#단호박치즈케이크', '#흑임자치즈케이크', '#미니밤호박', '#스콘맛집', '#아차산맛집', '#아차산역맛집', '#치즈케이크맛집']",https://www.instagram.com/p/B59TYwhJ-Xr/,담백,79,2019년 12월 12일,https://www.instagram.com/explore/locations/279551859351569/
227,ash_coffeebar,"['#춘천', '#춘천카페', '#춘고앞카페', '#크리스마스', '#애쉬커피바', '#춘천', '#강원도', '#여행', '#카페', '#커피', '#카페투어', '#춘천카페', '#춘천여행', '#춘고앞카페', '#춘천명동카페', '#춘천역카페', '#디저트카페', '#춘천카페추천', '#중앙로', '#마들렌', '#파운드', '#치즈케이크', '#티라미수', '#chuncheon', '#cafe', '#coffee', '#ashcoffeebar']",https://www.instagram.com/p/B6fHAsFJYHW/,애쉬커피바,44,2019년 12월 25일,https://www.instagram.com/explore/locations/307116333006294/
228,another_earth_dino,"['#달콤커피동대입구점', '#달콤커피', '#달콤커피시그니처메뉴', '#자몽주스', '#치즈케이크', '#핫플카페', '#허니몽', '#싸패다', '#싸패다음료', '#흑임자라떼', '#공팔리터', '#08L']",https://www.instagram.com/p/B6NVszvFW31/,장충체육관,3,2019년 12월 18일,https://www.instagram.com/explore/locations/277375533/
229,zkdlisa810,"['#카페', '#카페스타그램', '#카페투어', '#일본카페', '#치즈케이크', '#일상', '#데일리', '#오오티디', '#사진', '#일본', '#일본인', '#97년생', '#좋아요', '#좋아요반사', '#첫줄', '#댓글', '#친구해요', '#맞팔', '#소통', '#팔로우', '#daily', '#ootd', '#cafe', '#l4l', '#lfl', '#카페', '#카페스타그램', '#카페투어', '#일본카페', '#치즈케이크', '#일상', '#데일리', '#오오티디', '#사진', '#일본', '#일본인', '#97년생', '#좋아요', '#좋아요반사', '#첫줄', '#댓글', '#친구해요', '#맞팔', '#소통', '#팔로우', '#daily', '#ootd', '#cafe', '#l4l', '#lfl']",https://www.instagram.com/p/B6fSyQ4JHiL/,Cafe青山文庫,51,2019년 12월 25일,https://www.instagram.com/explore/locations/1493431320682815/cafe/
230,kimeunyoung223,"['#창원수제케이크', '#창원캐릭터케이크', '#남양동케이크', '#케이크맛집', '#특별한케이크', '#남양동디저트', '#디저트맛집', '#창원남양동', '#좋은씨앗', '#창원머랭쿠키', '#남양동성원1차상가', '#창원좋은씨앗', '#케익주문제작', '#쿠키', '#창원수제케익', '#인물케이크', '#창원레터링케이크', '#창원플라워케이크', '#크리스마스케이크', '#쇼콜라케이크', '#치즈케이크']",https://www.instagram.com/p/B6VUhdRgJOj/,창원시성산구남양동,15,2019년 12월 21일,https://www.instagram.com/explore/locations/293863792/
231,seo.a_19,[],https://www.instagram.com/p/B6uZa_xh4I_/,C27,14,2019년 12월 31일,https://www.instagram.com/explore/locations/1010807364/c27/
232,cindy_xin_chubby,"['#안녕', '#데일리', '#일상', '#brunch', '#healthyfood', '#healthylifestyle', '#hygge', '#hyggelife', '#다이어트', '#인친', '#소통', '#맞팔', '#치즈케이크']",https://www.instagram.com/p/B6KLIbEgVNR/,"Seoul, South Korea",14,2019년 12월 17일,https://www.instagram.com/explore/locations/745256841/seoul-south-korea/
233,h.y_u_k_i,"['#japan', '#korea', '#daily', '#selfie', '#l4l', '#like4like', '#일본', '#한국', '#서울', '#홍대', '#일상', '#데일리', '#팔로우미', '#소통', '#인친', '#친스타그램', '#셀피', '#셀카', '#셀스타그램', '#유학', '#맞팔', '#선팔', '#카페스타그램', '#분위기카페', '#먹스타그램', '#맞집', '#치즈케이크', '#크리스마스', '#좋아요반사', '#좋반']",https://www.instagram.com/p/B6r_bnVHWcU/,C27,85,2019년 12월 30일,https://www.instagram.com/explore/locations/1585610888415258/c27/
234,jiyehan0604,"['#향미공간', '#딸기', '#치즈케이크', '#전포카페', '#카페순이', '#카페투어', '#졔스타그램', '#치케귀신이추천합니다', '#존맛']",https://www.instagram.com/p/B6DO0j3Hwx0/,향미공간:香味空間,161,2019년 12월 14일,https://www.instagram.com/explore/locations/289828368630770/
235,minamingkk,"['#다시시작된먹스타그램', '#메리크리스마스', '#파주', '#임진각', '#장어구이', '#메기매운탕', '#아메리카노', '#치즈케이크', '#애플파이', '#럽스타그램', '#먹스타그램', '#맛스타그램']",https://www.instagram.com/p/B6fBjZzpox0/,Paju,31,2019년 12월 25일,https://www.instagram.com/explore/locations/237923723/paju/
236,whale305,"['#샤츠인젤', '#모모커피', '#건대카페', '#보물섬', '#골목카페', '#북카페', '#테이크아웃', '#핸드드립', '#수제청', '#레몬청', '#사과차', '#귤귤차', '#카페샤츠인젤', '#레몬에이드', '#쇼콜라라떼', '#귀리라떼', '#무료대관', '#카페대관', '#허니라떼', '#컵홀더이벤트', '#손끗', '#오레오스무디', '#카페스타그램', '#생일이벤트', '#카야토스트', '#치즈케이크', '#크리스마스티']",https://www.instagram.com/p/B6VRmIzlqpJ/,Schatzinsel(샤츠인젤),10,2019년 12월 21일,https://www.instagram.com/explore/locations/977427392445448/schatzinsel/
237,cafe_nut_,"['#누트', '#카페누트', '#울산카페', '#전하동카페', '#일산지카페', '#울산동구카페', '#울산커피맛집', '#울산커피', '#울산맛집', '#전하동맛집', '#울산동구맛집', '#일산지맛집', '#울산가볼만한곳', '#울산데이트', '#울산핫플', '#레어치즈케이크', '#자몽치즈케이크', '#치즈케이크', '#롤케이크', '#크림롤케이크', '#베리롤케이크']",https://www.instagram.com/p/B6rj9fxFt2A/,"Ulsan, South Korea",46,2019년 12월 30일,https://www.instagram.com/explore/locations/1017206871/ulsan-south-korea/
238,cafe_fonder,"['#cafefonder', '#happysunday', '#황치즈체다다쿠아즈', '#고소짭잘달콤', '#김포카페', '#구래동카페', '#디저트카페', '#스페셜티커피', '#커피', '#커피맛집', '#다쿠아즈맛집', '#케이크맛집', '#치즈케이크', '#딸기생크림케이크', '#카페폰더', '#카페폰더', '#cafe', '#dessertcafe', '#dessert', '#구래동디저트', '#구래동케이크', '#카페그램', '#분위기좋은카페', '#카페투어', '#예쁜카페', '#coffee', '#구래동카페추천']",https://www.instagram.com/p/B6FABc2DXzk/,카페폰더,28,2019년 12월 15일,https://www.instagram.com/explore/locations/102443504537718/
239,_wormwood_0ju,"['#첫줄', '#동대문', '#에어팟', '#키링', '#만들러', '#귀여워서', '#또', '#flex', '#혜화', '#혜화역', '#문벅', '#멘보샤', '#호가든로제', '#최고', '#카페', '#다방', '#비엔나커피', '#치즈케이크', '#마지막은', '#중앙동', '#인생네컷', '#화장하다가', '#도촬당함', '#일상']",https://www.instagram.com/p/B55YpzpJmTU/,대학로/혜화,74,2019년 12월 11일,https://www.instagram.com/explore/locations/329699551/
240,eatswithyoonie,"['#크리스마스이브', '#치즈케이크', '#칼호텔']",https://www.instagram.com/p/B6dUumMpnj-/,Jeju,25,2019년 12월 24일,https://www.instagram.com/explore/locations/236917762/jeju/
